1805.00460v1 , VisDial , Visual dialog , arxiv_paper_20000
1906.02850v1 , antol2015vqa , Vqa: Visual question answering , arxiv_paper_320
1906.08190v2 , zambaldi2018relational , Relational deep reinforcement learning , arxiv_paper_325
1906.08190v2 , florensa2018automatic , Automatic goal generation for reinforcement learning agents , arxiv_paper_327
1906.08190v2 , jaderberg2016reinforcement , Reinforcement learning with unsupervised auxiliary tasks , arxiv_paper_331
1904.11968v1 , code2vec , code2vec: Learning distributed representations of code , arxiv_paper_336
1904.11968v1 , oreo , Oreo: Detection of clones in the twilight zone , arxiv_paper_337
1806.11532v2 , he2015deep , Deep reinforcement learning with a natural language action space , arxiv_paper_349
1806.11532v2 , fulda2017can , What can you do with a rock? affordance extraction via word embeddings , arxiv_paper_351
1908.09127v1 , seqgan , Seqgan: Sequence generative adversarial nets with policy gradient , arxiv_paper_353
1908.09127v1 , rankgan , Adversarial ranking for language generation , arxiv_paper_354
1908.09127v1 , improved_ratio_gan , Improved generator objectives for gans , arxiv_paper_356
1903.12314v3 , lu2016visual , Visual relationship detection with language priors , arxiv_paper_384
1903.12314v3 , cadene2019murel , Murel: Multimodal relational reasoning for visual question answering , arxiv_paper_385
1310.5463v3 , liu2012cdas , CDAS: a crowdsourcing data analytics system , arxiv_paper_387
1806.00589v1 , comm_net , Learning multiagent communication with backpropagation , arxiv_paper_393
1805.04264v2 , JiweiLi , Visualizing and Understanding Neural Models in NLP , arxiv_paper_398
1805.04264v2 , Karpathy , Visualizing and Understanding Recurrent Networks , arxiv_paper_399
1906.08876v1 , vaswani2017attention , Attention is all you need , arxiv_paper_403
1608.04789v1 , DBLP:journals/corr/ReddyLJ16 , Latent skill embedding for personalized lesson sequence recommendation , arxiv_paper_418
1912.03442v1 , wu2019comprehensive , A comprehensive survey on graph neural networks , arxiv_paper_422
1703.02529v3 , hashing-compress , Compressing neural networks with the hashing trick , arxiv_paper_439
1903.01949v1 , DBLP:journals/corr/abs-1804-02445 , Extracting scientific figures with distantly supervised neural networks , arxiv_paper_445
1905.11460v3 , kondor2018covariant , Covariant compositional networks for learning graphs , arxiv_paper_447
1905.11460v3 , maron2018invariant , Invariant and equivariant graph networks , arxiv_paper_448
1905.11460v3 , cohen2019gauge , Gauge equivariant convolutional networks and the icosahedral cnn , arxiv_paper_450
1810.05486v1 , hubara2016binarized , Binarized neural networks , arxiv_paper_452
1810.05486v1 , micikevicius2017mixed , Mixed precision training , arxiv_paper_458
1707.07399v2 , AmatoICRA15 , Planning for decentralized control of multiple robots under uncertainty , arxiv_paper_460
1504.02351v1 , WEBFACE , Learning face representation from scratch , arxiv_paper_463
1504.02351v1 , DEEPID2P , Deeply learned face representations are sparse, selective, and robust , arxiv_paper_465
1612.03779v2 , caicedo2015 , Active object localization with deep reinforcement learning , arxiv_paper_471
1805.10724v3 , lipton2016mythos , The mythos of model interpretability , arxiv_paper_473
1906.10855v1 , kendall2017geometric , Geometric loss functions for camera pose regression with deep learning , arxiv_paper_483
1911.04969v1 , gehring2017convolutional , Convolutional sequence to sequence learning , arxiv_paper_491
1811.10158v2 , chickering2000decision , A decision theoretic approach to targeted advertising , arxiv_paper_495
1811.10158v2 , zhao2017uplift , Uplift modeling with multiple treatments and general response types , arxiv_paper_496
1811.10158v2 , beygelzimer2009offset , The offset tree for learning with partial labels , arxiv_paper_499
1911.12317v1 , kirillov2019panoptic , Panoptic segmentation , arxiv_paper_505
1911.12317v1 , zhang2016understanding , Understanding deep learning requires rethinking generalization , arxiv_paper_506
1911.12317v1 , xiong2019upsnet , Upsnet: A unified panoptic segmentation network , arxiv_paper_507
1906.05910v2 , i3d_net , Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset , arxiv_paper_510
1905.01639v1 , sun2018pwc , Pwc-net: Cnns for optical flow using pyramid, warping, and cost volume , arxiv_paper_532
1707.07012v4 , xie17 , Genetic CNN , arxiv_paper_534
1707.09168v1 , kim2014convolutional , Convolutional neural networks for sentence classification , arxiv_paper_548
1808.10143v2 , fraternal , Fraternal dropout , arxiv_paper_555
1808.10143v2 , DBLP:journals/corr/MelisDB17 , On the state of the art of evaluation in neural language models , arxiv_paper_556
1808.10143v2 , 45826 , Neural Architecture Search with Reinforcement Learning , arxiv_paper_558
1808.10143v2 , DBLP:journals/corr/abs-1709-07432 , Dynamic evaluation of neural sequence models , arxiv_paper_561
1905.07189v2 , Y15-1010 , Distant supervision for entity linking , arxiv_paper_564
1905.07189v2 , ganea-hofmann:2017:EMNLP2017 , Deep joint entity disambiguation with local neural attention , arxiv_paper_565
1910.09638v1 , gan , Generative adversarial networks , arxiv_paper_570
1907.04988v1 , tang2018object , Object detection in videos by high quality object linking , arxiv_paper_572
1909.03184v2 , pham2018efficient , Efficient neural architecture search via parameter sharing , arxiv_paper_591
1806.03018v3 , yi2014learning , Learning face representation from scratch , arxiv_paper_593
1806.03018v3 , nech2017level , Level playing field for million scale face recognition , arxiv_paper_595
1806.03018v3 , Cao2017VGGFace2 , Vggface2: A dataset for recognising faces across pose and age , arxiv_paper_596
1703.10931v2 , bahdanau2014neural , Neural machine translation by jointly learning to align and translate , arxiv_paper_607
1703.10931v2 , li-EtAl:2016:EMNLP , Deep reinforcement learning for dialogue generation , arxiv_paper_611
1703.10931v2 , ranzato2016sequence , Sequence level training with recurrent neural networks , arxiv_paper_612
1908.03381v2 , schroff2015facenet , Facenet: A Unified Embedding for Face Recognition and Clustering , arxiv_paper_634
1908.03381v2 , wang2017normface , NormFace: l2 Hypersphere Embedding for Face Verification , arxiv_paper_635
1908.03381v2 , yang2016jule , Joint unsupervised learning of deep representations and image clusters , arxiv_paper_636
1908.09800v2 , DBLP:journals/jair/PasulaZK07 , Learning symbolic models of stochastic domains , arxiv_paper_649
1903.02494v2 , Chattopadhyay_2017_CVPR , Counting everyday objects in everyday scenes , arxiv_paper_650
1903.02494v2 , sos_subitizing_cvpr2015 , Salient object subitizing , arxiv_paper_651
1804.04264v1 , DBLP:conf/nips/HermannKGEKSB15 , Teaching machines to read and comprehend , arxiv_paper_654
1905.12462v1 , lee2018motion , Motion feature network: Fixed motion filter for action recognition , arxiv_paper_662
1910.14063v1 , von2007tutorial , A tutorial on spectral clustering , arxiv_paper_665
1606.02447v1 , matuszek2012grounded , A joint model of language and perception for grounded attribute learning , arxiv_paper_675
1506.02108v3 , schwing2015fully , Fully connected deep structured networks , arxiv_paper_678
1506.02108v3 , zheng2015conditional , Conditional random fields as recurrent neural networks , arxiv_paper_679
1506.02108v3 , chen2014learning , Learning deep structured models , arxiv_paper_681
1708.01682v1 , SchroffKP15 , FaceNet: A unified embedding for face recognition and clustering , arxiv_paper_690
1708.01682v1 , SongXJS16 , Deep metric learning via lifted structured feature embedding , arxiv_paper_695
1708.01682v1 , ref7_lx , Metric learning with adaptive density discrimination , arxiv_paper_697
1708.01682v1 , UstinovaL16 , Learning deep embeddings with histogram loss , arxiv_paper_699
1805.10111v4 , aji2017sparse , Sparse communication for distributed gradient descent , arxiv_paper_707
1704.00325v1 , Mirsoleimani2015 , Scaling Monte Carlo Tree Search on Intel Xeon Phi , arxiv_paper_713
1802.05385v1 , carlini2017towards , Towards evaluating the robustness of neural networks , arxiv_paper_716
1802.05385v1 , xie2017adversarial , Adversarial examples for semantic segmentation and object detection , arxiv_paper_718
1606.06357v1 , nickel_2016_holographic , Holographic embeddings of knowledge graphs , arxiv_paper_738
1803.11370v1 , wang2017fast , A-fast-rcnn: Hard positive generation via adversary for object detection , arxiv_paper_763
1906.04904v2 , salimans2015markov , Markov chain monte carlo and variational inference: Bridging the gap , arxiv_paper_766
1712.06086v1 , ravanelli_is17 , Improving speech recognition by revising gated recurrent units , arxiv_paper_773
1712.06086v1 , orth_init , A simple way to initialize recurrent networks of rectified linear units , arxiv_paper_779
1909.00676v1 , pham2018bayesian , Bayesian semantic instance segmentation in open set world , arxiv_paper_783
1909.00676v1 , rippel2015metric , Metric learning with adaptive density discrimination , arxiv_paper_784
1903.04613v1 , zhang2018seal , Link prediction based on graph neural networks , arxiv_paper_789
1710.09545v2 , pathak2016context , Context encoders: Feature learning by inpainting , arxiv_paper_842
1710.09545v2 , reed2016generative , Generative adversarial text to image synthesis , arxiv_paper_844
1902.06740v1 , Nair2015 , Massively parallel methods for deep reinforcement learning , arxiv_paper_847
1902.06740v1 , Mnih2016 , Asynchronous methods for deep reinforcement learning , arxiv_paper_848
2001.01211v1 , jaderberg2015spatial , Spatial transformer networks , arxiv_paper_876
1801.04662v2 , toderici2016full , Full resolution image compression with recurrent neural networks , arxiv_paper_886
1604.06045v7 , mikolov2015roadmap , A roadmap towards machine intelligence , arxiv_paper_894
1909.03638v1 , tampuu2017multiagent , Multiagent cooperation and competition with deep reinforcement learning , arxiv_paper_899
1909.03638v1 , yarotsky2018universal , Universal approximations of invariant maps by neural networks , arxiv_paper_900
1801.04264v3 , DuTran2015 , Learning spatiotemporal features with 3d convolutional networks , arxiv_paper_921
1908.08909v2 , gosset2018compressed , A compressed classical description of quantum states , arxiv_paper_924
1908.08909v2 , flammia2011direct , Direct fidelity estimation from few pauli measurements , arxiv_paper_925
1908.08909v2 , aaronson2019gentle , Gentle measurement of quantum states and differential privacy , arxiv_paper_926
1810.02309v3 , lu2016learning , Learning compact recurrent neural networks , arxiv_paper_929
1802.06130v1 , romano2017raisr , RAISR: Rapid and Accurate Image Super Resolution , arxiv_paper_957
1802.06130v1 , getreuer17blade , BLADE: Filter Learning for General Purpose Computational Photography , arxiv_paper_958
1903.06661v1 , Baldi2012 , Autoencoders , arxiv_paper_969
1602.08194v2 , lin2015neural , Neural networks with few multiplications , arxiv_paper_978
1602.08194v2 , chen2015compressing , Compressing neural networks with the hashing trick , arxiv_paper_980
1903.10297v3 , muralikrishnan2018tags2parts , Tags2parts: Discovering semantic regions from shape tags , arxiv_paper_982
1903.07157v1 , AHK14 , Taming the monster: A fast and simple algorithm for contextual bandits , arxiv_paper_987
1903.07157v1 , TyG13 , Continuum armed bandit problem of few variables in high dimensions , arxiv_paper_989
1611.06824v3 , chung2016hierarchical , Hierarchical multiscale recurrent neural networks , arxiv_paper_993
1611.06824v3 , ahmm , Policy recognition in the abstract hidden markov model , arxiv_paper_994
1611.06824v3 , heess2016learning , Learning and transfer of modulated locomotor controllers , arxiv_paper_995
1611.06824v3 , florensa2016stochastic , Stochastic neural networks for hierarchical reinforcement learning , arxiv_paper_996
1305.1199v4 , Gupta11 , Compressive sensing with local geometric features , arxiv_paper_997
1708.00524v2 , eisner2016emoji2vec , emoji2vec: Learning emoji representations from their description , arxiv_paper_1005
1805.08170v2 , devlin2015language , Language models for image captioning: The quirks and what works , arxiv_paper_1006
1805.08170v2 , Xia2016DualLearning , Dual learning for machine translation , arxiv_paper_1007
1902.04818v2 , carlini2017towards , Towards evaluating the robustness of neural networks , arxiv_paper_1008
1711.06465v1 , hendricks16eccv , Generating visual explanations , arxiv_paper_1011
1805.02917v1 , Jia2017AdversarialEF , Adversarial examples for evaluating reading comprehension systems , arxiv_paper_1013
1805.02917v1 , samanta2017towards , Towards crafting text adversarial samples , arxiv_paper_1014
1805.02917v1 , Szegedy2013IntriguingPO , Intriguing properties of neural networks , arxiv_paper_1015
1902.05873v1 , caesar , Speeding up Consensus by Chasing Fast Decisions , arxiv_paper_1020
1707.02392v3 , makhzani2015adversarial , Adversarial autoencoders , arxiv_paper_1028
1705.02131v1 , stab2016parsing , Parsing argumentation structures in persuasive essays , arxiv_paper_1034
1705.02131v1 , graves2013speech , Speech recognition with deep recurrent neural networks , arxiv_paper_1036
1705.02131v1 , lample2016neural , Neural architectures for named entity recognition , arxiv_paper_1038
1910.03814v1 , Saleem2017 , A Web of Hate: Tackling Hateful Speech in Online Social Spaces , arxiv_paper_1045
1910.03814v1 , Davidson2017 , Automated Hate Speech Detection and the Problem of Offensive Language , arxiv_paper_1048
1910.03814v1 , Malmasi2017 , Detecting Hate Speech in Social Media , arxiv_paper_1049
1910.03814v1 , ElSherief2018 , Peer to Peer Hate: Hate Speech Instigators and Their Targets , arxiv_paper_1050
1805.02838v3 , sigurdsson2016eccv , Learning Visual Storylines with Skipping Recurrent Neural Networks , arxiv_paper_1055
1911.10354v1 , nmt_attention , Neural Machine Translation by Jointly Learning to Align and Translate , arxiv_paper_1060
1911.10354v1 , transformer , Attention is all you need , arxiv_paper_1061
1911.10354v1 , visdial , Visual dialog , arxiv_paper_1065
1911.10354v1 , vqa , Vqa: Visual question answering , arxiv_paper_1067
1807.03148v1 , ShelhamerRHD16clockwork , Clockwork convnets for video semantic segmentation , arxiv_paper_1085
1807.03148v1 , NilssonS16SemSegmGatedFlow , Semantic video segmentation by gated recurrent flow propagation , arxiv_paper_1086
1807.03148v1 , Jin2016PredictingFutureSegm , Video scene parsing with predictive feature learning , arxiv_paper_1088
1807.03148v1 , ZhuXDYW16DeepFeatureFlow , Deep feature flow for video recognition , arxiv_paper_1089
1807.03148v1 , videocnn , Semantic video CNNs through representation warping , arxiv_paper_1090
1906.00264v1 , arora2017gans , Do gans actually learn the distribution? an empirical study , arxiv_paper_1105
1906.00264v1 , richardson2018gans , On gans and gmms , arxiv_paper_1106
1906.00264v1 , lin2018pacgan , Pacgan: The power of two samples in generative adversarial networks , arxiv_paper_1107
1906.00264v1 , chan2014optimal , Optimal algorithms for testing closeness of discrete distributions , arxiv_paper_1110
1906.00264v1 , kothari2018agnostic , Agnostic learning by refuting , arxiv_paper_1111
1909.11862v1 , yamada2018shakedrop , Shakedrop regularization for deep residual learning , arxiv_paper_1114
1909.03552v1 , Zhang_2018_CVPR , Importance weighted adversarial nets for partial domain adaptation , arxiv_paper_1127
1702.08435v3 , unnikrishnan2011universal , Universal and composite hypothesis testing via mismatched divergence , arxiv_paper_1141
1809.06647v3 , zhang2017age , Age progression/regression by conditional adversarial autoencoder , arxiv_paper_1144
1809.06647v3 , yang2017learning , Learning face age progression: A pyramid architecture of gans , arxiv_paper_1145
1603.08105v1 , fernando2014subspace , Subspace alignment for domain adaptation , arxiv_paper_1146
1603.08105v1 , raj2015mind , Mind the gap: Subspace based hierarchical domain adaptation , arxiv_paper_1147
1909.13790v1 , BahdanauCB2015 , Neural machine translation by jointly learning to align and translate , arxiv_paper_1152
1905.10948v2 , torabi2018behavioral , Behavioral cloning from observation , arxiv_paper_1153
1906.03349v1 , ng2018actionflownet , Actionflownet: Learning motion representation for action recognition , arxiv_paper_1170
1906.03349v1 , hommos2018using , Using phase instead of optical flow for action recognition , arxiv_paper_1171
1906.03349v1 , FlowNet , Flownet: Learning optical flow with convolutional networks , arxiv_paper_1173
1904.09764v1 , residualadapter , Learning multiple visual domains with residual adapters , arxiv_paper_1177
1704.05737v2 , tokmakov2016learning , Learning motion patterns in videos , arxiv_paper_1192
1704.05737v2 , srivastava2015unsupervised , Unsupervised learning of video representations using LSTMs , arxiv_paper_1196
1704.05737v2 , NgHVVMT15 , Beyond short snippets: Deep networks for video classification , arxiv_paper_1197
1911.09162v2 , bachman2017learning , Learning algorithms for active learning , arxiv_paper_1199
1810.12418v4 , schmit2018learning , Learning with abandonment , arxiv_paper_1218
1810.12418v4 , kirschner2018information , Information directed sampling and bandits with heteroscedastic noise , arxiv_paper_1219
1810.13103v1 , pipa , Beyond frontal faces: Improving person recognition using multiple cues , arxiv_paper_1234
1903.10699v3 , Zha01bipartitegraph , Bipartite graph partitioning and data clustering , arxiv_paper_1240
1903.10699v3 , DBLP:conf/kdd/GroverL16 , node2vec: Scalable feature learning for networks , arxiv_paper_1250
1907.00783v1 , slivkins2014contextual , Contextual bandits with similarity information , arxiv_paper_1252
1907.00783v1 , tekin2015releaf , RELEAF: An algorithm for learning and exploiting relevance , arxiv_paper_1254
1906.07854v1 , chen2017enhanced , Enhanced lstm for natural language inference , arxiv_paper_1255
1707.08273v4 , DBLP:journals/corr/ArjovskyB17 , Towards principled methods for training generative adversarial networks , arxiv_paper_1257
1707.08273v4 , arjovsky2017wasserstein , Wasserstein gan , arxiv_paper_1259
1707.08273v4 , DBLP:journals/corr/Goodfellow17 , NIPS 2016 tutorial: Generative adversarial networks , arxiv_paper_1261
1905.13655v3 , gunasekar2018implicit , Implicit bias of gradient descent on linear convolutional networks , arxiv_paper_1270
1612.03144v2 , Long2015 , Fully convolutional networks for semantic segmentation , arxiv_paper_1279
1812.10775v2 , achlioptas2017latent_pc , Learning representations and generative models for 3D point clouds , arxiv_paper_1283
1812.10775v2 , lalonde2018capsules , Capsules for object segmentation , arxiv_paper_1284
1812.10775v2 , duarte2018videocapsulenet , Videocapsulenet: A simplified network for action detection , arxiv_paper_1285
1812.10775v2 , chen2018generalized , Generalized capsule networks with trainable routing procedure , arxiv_paper_1288
1812.10775v2 , zhang2018fast , Fast Dynamic Routing Based on Weighted Kernel Density Estimation , arxiv_paper_1289
1812.10775v2 , lenssen2018group , Group equivariant capsule networks , arxiv_paper_1291
1811.04535v1 , lin2017feature , Feature pyramid networks for object detection , arxiv_paper_1301
1811.04535v1 , long2015fully , Fully convolutional networks for semantic segmentation , arxiv_paper_1303
1808.01160v1 , Yang2018Learning , Learning semantic textual similarity from conversations , arxiv_paper_1306
1907.10274v1 , li2017universal , Universal style transfer via feature transforms , arxiv_paper_1307
1806.05819v2 , lattimore2018toprank , Toprank: A practical algorithm for online stochastic ranking , arxiv_paper_1320
1806.05819v2 , strehl2010learning , Learning from logged implicit exploration data , arxiv_paper_1322
1702.08690v2 , long2015learning , Learning transferable features with deep adaptation networks , arxiv_paper_1330
1810.08700v2 , Gym_2016 , Openai gym , arxiv_paper_1333
1906.12165v1 , tran2015learning , Learning spatiotemporal features with 3d convolutional networks , arxiv_paper_1336
1906.12165v1 , xu2017r , R-c3d: region convolutional 3d network for temporal activity detection , arxiv_paper_1338
1906.12165v1 , zhao2017temporal , Temporal action detection with structured segment networks , arxiv_paper_1340
1906.12165v1 , lin2017single , Single shot temporal action detection , arxiv_paper_1341
1906.12165v1 , wang2017untrimmednets , Untrimmednets for weakly supervised action recognition and detection , arxiv_paper_1342
1906.12165v1 , nguyen2018weakly , Weakly supervised action localization by sparse temporal pooling network , arxiv_paper_1343
1603.08155v1 , zheng2015conditional , Conditional random fields as recurrent neural networks , arxiv_paper_1345
1603.08155v1 , cheng2015deep , Deep colorization , arxiv_paper_1346
1603.08155v1 , yosinski2015understanding , Understanding neural networks through deep visualization , arxiv_paper_1347
1603.08155v1 , mahendran15understanding , Understanding deep image representations by inverting them , arxiv_paper_1348
1603.08155v1 , dosovitskiy2015inverting , Inverting visual representations with convolutional networks , arxiv_paper_1351
1603.08155v1 , gatys2015neural , A neural algorithm of artistic style , arxiv_paper_1352
1603.08155v1 , Gatys2015b , Texture synthesis using convolutional neural networks , arxiv_paper_1353
1802.06926v1 , zeiler2014visualizing , Visualizing and understanding convolutional networks , arxiv_paper_1366
1901.05427v4 , Zhang_ICCV_2017 , Curriculum domain adaptation for semantic segmentation of urban scenes , arxiv_paper_1380
1901.05427v4 , Chen_ICCV_2017 , No more discrimination: Cross city adaptation of road scene segmenters , arxiv_paper_1381
1901.05427v4 , Tsai_CVPR_2018 , Learning to adapt structured output space for semantic segmentation , arxiv_paper_1382
1901.05427v4 , Kulkarni_NIPS_2015 , Deep convolutional inverse graphics network , arxiv_paper_1384
1901.05427v4 , Odena_ICML_2017 , Conditional image synthesis with auxiliary classifier gans , arxiv_paper_1386
1911.10023v1 , dey_persistent_2019 , Persistent homology of morse decompositions in combinatorial dynamics , arxiv_paper_1393
1812.07452v1 , wulfmeier2017mutualalignment , Mutual alignment transfer learning , arxiv_paper_1396
1802.01237v1 , yin2016content , Content aware neural style transfer , arxiv_paper_1398
1802.01237v1 , jing2017neural , Neural style transfer: A review , arxiv_paper_1403
1912.08226v1 , yao2018exploring , Exploring Visual Relationship for Image Captioning , arxiv_paper_1408
1912.08226v1 , aneja2018convolutional , Convolutional image captioning , arxiv_paper_1410
1912.08226v1 , vaswani2017attention , Attention is all you need , arxiv_paper_1411
1912.08226v1 , herdade2019image , Image Captioning: Transforming Objects into Words , arxiv_paper_1412
1808.09897v2 , Allamanis2017-wv , A Survey of Machine Learning for Big Code and Naturalness , arxiv_paper_1423
1506.07503v1 , graves_2012_sequence , Sequence transduction with recurrent neural networks , arxiv_paper_1436
1506.07503v1 , graves_2013_timit , Speech recognition with deep recurrent neural networks , arxiv_paper_1438
1506.07503v1 , graves_2014 , Neural turing machines , arxiv_paper_1440
1710.06520v1 , perozzi2014deepwalk , Deepwalk: Online learning of social representations , arxiv_paper_1442
1710.06520v1 , grover2016node2vec , node2vec: Scalable feature learning for networks , arxiv_paper_1445
1710.06520v1 , Shun:2016:PLG:2994509.2994522 , Parallel local graph clustering , arxiv_paper_1449
1910.04371v1 , beygelzimer2009importance , Importance weighted active learning , arxiv_paper_1454
1902.00980v3 , Hazan2016 , The computational power of optimization in online learning , arxiv_paper_1463
1902.00980v3 , AgarwalHsKaLaLiSc14 , Taming the monster: A fast and simple algorithm for contextual bandits , arxiv_paper_1464
1709.08528v2 , helbing1995social , Social force model for pedestrian dynamics , arxiv_paper_1479
1709.08528v2 , helbing1998generalized , Generalized force model of traffic dynamics , arxiv_paper_1480
1709.08528v2 , vemula2017modeling , Modeling cooperative navigation in dense human crowds , arxiv_paper_1487
1709.08528v2 , chen2017socialdrl , Socially aware motion planning with deep reinforcement learning , arxiv_paper_1490
1709.08528v2 , graves2013generating , Generating sequences with recurrent neural networks , arxiv_paper_1494
1703.06229v2 , ImprovedDropout , Improved dropout for shallow and deep learning , arxiv_paper_1495
1801.08624v1 , jing2017neural , Neural style transfer: A review , arxiv_paper_1496
1807.07049v1 , lenz2015deep , Deep learning for detecting robotic grasps , arxiv_paper_1507
1812.02699v2 , kang2017noscope , Noscope: Optimizing neural network queries over video at scale , arxiv_paper_1508
1812.02699v2 , hinton2015distilling , Distilling the knowledge in a neural network , arxiv_paper_1512
1812.02699v2 , Shen:2017:adaptivedetection , Fast video classification via adaptive cascading of deep models , arxiv_paper_1515
1812.02699v2 , he2017mask , Mask R-CNN , arxiv_paper_1517
1805.09657v4 , hudson2018compositional , Compositional attention networks for machine reasoning , arxiv_paper_1518
1610.01376v2 , acm , A deep siamese network for scene detection in broadcast videos , arxiv_paper_1521
1911.08164v1 , peng2019adaptive , Adaptive influence maximization with myopic feedback , arxiv_paper_1524
1804.06385v4 , seqLevelTraining , Sequence level training with recurrent neural networks , arxiv_paper_1541
1804.06385v4 , zhang-lapata:2017:EMNLP2017 , Sentence simplification with deep reinforcement learning , arxiv_paper_1542
1904.05440v1 , Hassani2016 , Visualizing natural language descriptions: A survey , arxiv_paper_1543
1902.00450v2 , lok2008statistical , Statistical modeling of causal effects in continuous time , arxiv_paper_1547
1907.01841v1 , lipton2017precise , Precise recovery of latent vectors from generative adversarial networks , arxiv_paper_1548
1809.06146v2 , Schulman2015a , Trust Region Policy Optimization , arxiv_paper_1569
1809.06146v2 , Andrychowicz2017 , Hindsight experience replay , arxiv_paper_1570
1809.06146v2 , Lillicrap2016 , Continuous control with deep reinforcement learning , arxiv_paper_1571
1804.07656v1 , conf/naacl/0004FTSS15 , Toward abstractive summarization using semantic representations , arxiv_paper_1585
1807.09418v2 , Yu_CVPR_2016 , Video paragraph captioning using hierarchical recurrent neural networks , arxiv_paper_1590
1807.09418v2 , Yeung_CVPRW_2014 , Videoset: Video summary evaluation through text , arxiv_paper_1592
1506.03478v2 , Gregor:2015 , DRAW: A recurrent neural network for image generation , arxiv_paper_1599
1506.03478v2 , Srivastava:2015 , Unsupervised learning of video representations using LSTMs , arxiv_paper_1600
1607.01027v4 , DBLP:conf/nips/ChatterjeeDLZ16 , Local minimax complexity of stochastic convex optimization , arxiv_paper_1614
1910.07948v1 , gadelha_3dv17 , 3D shape induction from 2D views of multiple objects , arxiv_paper_1617
1910.07948v1 , jiajun_nips17 , MarrNet: 3D Shape Reconstruction via 2.5D Sketches , arxiv_paper_1619
1809.09929v1 , Mur2017ORB , Orb-slam: A versatile and accurate monocular slam system , arxiv_paper_1630
1909.06979v1 , agrawal2015learning , Learning to see by moving , arxiv_paper_1634
1909.06979v1 , zhou2016view , View synthesis by appearance flow , arxiv_paper_1637
1909.06979v1 , dosovitskiy2015flownet , Flownet: Learning optical flow with convolutional networks , arxiv_paper_1639
1909.06979v1 , ilg2017flownet , Flownet 2.0: Evolution of optical flow estimation with deep networks , arxiv_paper_1640
1806.04212v1 , bhargavi:baits , Stop Clickbait: Detecting and Preventing Clickbaits in Online News Media , arxiv_paper_1643
1905.00180v1 , xie2017mitigating , Mitigating adversarial effects through randomization , arxiv_paper_1646
1905.00180v1 , dhillon2018stochastic , Stochastic activation pruning for robust adversarial defense , arxiv_paper_1647
1905.00180v1 , lecuyer2018certified , Certified robustness to adversarial examples with differential privacy , arxiv_paper_1649
1707.01159v1 , moosavi2016universal , Universal adversarial perturbations , arxiv_paper_1659
1605.05573v2 , rocktaschel2015reasoning , Reasoning about entailment with neural attention , arxiv_paper_1684
1605.05573v2 , hermann2015teaching , Teaching machines to read and comprehend , arxiv_paper_1685
1610.08597v1 , balasuriya2016twittergang , Finding street gang members on twitter , arxiv_paper_1686
1906.04016v3 , 8237351 , Deformable convolutional networks , arxiv_paper_1691
1908.00478v4 , liu2018floornet , Floornet: A unified framework for floorplan reconstruction from 3d scans , arxiv_paper_1701
1908.00478v4 , su2018splatnet , Splatnet: Sparse lattice networks for point cloud processing , arxiv_paper_1703
1908.09101v2 , long2015fully , Fully convolutional networks for semantic segmentation , arxiv_paper_1706
1908.09101v2 , Zhang_2018_ECCV , Exfuse: Enhancing feature fusion for semantic segmentation , arxiv_paper_1707
1908.09101v2 , zhang2018context , Context encoding for semantic segmentation , arxiv_paper_1708
1511.08522v1 , Andrei , Video in sentences out , arxiv_paper_1725
1304.0682v8 , tang , Performance analysis for sparse support recovery , arxiv_paper_1728
1304.0682v8 , group_testing , Boolean compressed sensing and noisy group testing , arxiv_paper_1729
1909.13446v1 , Gulcehre_2016_NoisyActivation , Noisy activation functions , arxiv_paper_1746
1910.10386v1 , Wu , Deterministic variational inference for robust bayesian neural networks , arxiv_paper_1749
1904.12342v3 , vstore , Vstore: A data store for analytics on large videos , arxiv_paper_1750
1904.12342v3 , kang16cvpr , Object detection from video tubelets with convolutional neural networks , arxiv_paper_1755
1904.12342v3 , scanner , Scanner: Efficient video analysis at scale , arxiv_paper_1756
1904.12342v3 , deeplens , Deeplens: Towards a visual data management system , arxiv_paper_1757
1904.12342v3 , filterforward , Scaling video analytics on constrained edge nodes , arxiv_paper_1759
1808.03405v2 , wu2018building , Building generalizable agents with a realistic and rich 3d environment , arxiv_paper_1775
1904.09086v2 , allamanis2014mining , Mining idioms from source code , arxiv_paper_1777
1407.7294v2 , BDMUV14 , Learning economic parameters from revealed preferences , arxiv_paper_1778
1904.10506v2 , BMVC2018Venkat , Deep textured 3d reconstruction of human bodies , arxiv_paper_1780
1902.10904v2 , zagoruyko2015learning , Learning to compare image patches via convolutional neural networks , arxiv_paper_1794
1805.00089v2 , HKWW2017 , Safety verification of deep neural networks , arxiv_paper_1824
1805.00089v2 , deepxplore , DeepXplore: Automated whitebox testing of deep learning systems , arxiv_paper_1826
1805.00089v2 , SHK2018 , Testing deep neural networks , arxiv_paper_1829
1709.08795v2 , candes2015phasewf , Phase retrieval via wirtinger flow: Theory and algorithms , arxiv_paper_1837
1810.02245v1 , collobert:11 , Natural language processing (almost) from scratch , arxiv_paper_1877
1804.05837v2 , such2017robust , Robust spatial filtering with graph convolutional neural networks , arxiv_paper_1896
1804.05837v2 , li2015gated , Gated graph sequence neural networks , arxiv_paper_1898
1804.05837v2 , prvzulj2007biological , Biological network comparison using graphlet degree distribution , arxiv_paper_1902
